,Beach Name,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life
1442,Calumet Beach,18.8,0.95,1.4409999999999998,0.064,2.0,10.9
3814,Osterman Beach,19.7,1.44,1.3419999999999999,0.21600000000000003,2.0,11.0
7934,Montrose Beach,20.9,15.9,1.683,0.182,5.0,11.4
10934,Montrose Beach,23.2,0.26,1.77,0.127,6.0,10.5
9314,Ohio Street Beach,22.8,1.19,1.8119999999999998,0.18899999999999997,3.0,10.6
4999,Osterman Beach,14.2,0.84,1.38,0.163,3.0,12.2
4741,63rd Street Beach,20.0,0.38,1.8359999999999999,0.14400000000000002,2.0,12.0
1047,Rainbow Beach,18.0,1.45,1.4169999999999998,0.17800000000000002,3.0,11.7
7907,Ohio Street Beach,18.6,5.3,1.8090000000000002,0.121,4.0,10.9
4287,63rd Street Beach,17.0,0.8,1.56,0.11,7.0,10.7
11026,Osterman Beach,23.0,1.31,1.4140000000000001,0.22399999999999998,3.0,10.2
8408,Osterman Beach,20.1,2.78,1.4040000000000001,0.17600000000000002,3.0,11.1
3301,63rd Street Beach,17.7,1.09,1.651,0.11199999999999999,6.0,11.0
8533,Osterman Beach,19.4,2.11,1.431,0.122,2.0,11.0
10091,Ohio Street Beach,21.8,10.04,1.831,0.251,4.0,10.4
4802,Osterman Beach,16.9,0.43,1.43,0.121,2.0,12.5
7354,Osterman Beach,17.1,3.94,1.324,0.133,3.0,11.4
6462,Rainbow Beach,20.5,0.82,1.618,0.096,5.0,11.2
5580,Montrose Beach,14.8,1.13,1.685,0.26899999999999996,4.0,12.1
11435,Montrose Beach,23.0,1.81,1.61,0.128,3.0,9.9
3524,Osterman Beach,16.2,2.06,1.27,0.183,3.0,11.1
11447,Osterman Beach,23.4,1.91,1.2930000000000001,0.135,3.0,9.4
10491,Calumet Beach,22.3,0.49,1.4280000000000002,0.121,5.0,10.4
7672,Ohio Street Beach,20.8,1.98,1.5759999999999998,0.159,3.0,11.0
4222,Calumet Beach,19.6,1.37,1.345,0.075,4.0,10.1
5670,Montrose Beach,15.7,3.65,1.679,0.305,5.0,12.0
9209,Montrose Beach,21.6,4.37,1.732,0.212,3.0,11.1
6091,Osterman Beach,17.8,0.88,1.402,0.1,6.0,11.7
10050,Osterman Beach,22.4,11.9,1.411,0.29100000000000004,6.0,10.6
6349,Calumet Beach,20.9,1.35,1.5090000000000001,0.065,2.0,11.6
129,Montrose Beach,16.0,3.08,1.4380000000000002,0.166,3.0,11.8
3417,Osterman Beach,17.8,0.44,1.104,0.10300000000000001,9.0,11.2
626,Montrose Beach,15.0,20.44,1.655,0.35600000000000004,5.0,11.4
1737,Calumet Beach,19.6,1.19,1.567,0.168,3.0,10.9
4609,Calumet Beach,20.5,2.38,1.501,0.132,2.0,12.4
630,Ohio Street Beach,15.8,6.29,1.652,0.222,4.0,11.8
6824,Calumet Beach,16.1,1.04,1.4980000000000002,0.071,9.0,11.5
6012,Ohio Street Beach,19.5,0.95,1.796,0.115,2.0,11.4
10290,Montrose Beach,21.2,2.38,1.614,0.091,4.0,10.8
10757,Osterman Beach,22.9,0.74,1.399,0.142,2.0,10.3
6661,Ohio Street Beach,21.4,1.25,1.7209999999999999,0.157,3.0,11.3
11102,Osterman Beach,22.5,0.96,1.41,0.149,4.0,10.1
11319,Calumet Beach,24.7,0.25,1.455,0.18,3.0,9.8
8206,Calumet Beach,20.5,2.37,1.405,0.075,4.0,11.1
3164,Montrose Beach,18.4,0.27,1.605,0.127,4.0,10.7
4919,Calumet Beach,21.7,0.52,1.5119999999999998,0.078,3.0,12.1
3523,Montrose Beach,15.8,4.27,1.621,0.128,4.0,10.6
10238,Osterman Beach,22.5,6.29,1.331,0.198,3.0,10.6
2892,Montrose Beach,18.8,2.83,1.66,0.187,4.0,10.8
4204,Ohio Street Beach,16.9,2.16,1.7069999999999999,0.127,2.0,10.5
6116,63rd Street Beach,20.4,0.39,1.874,0.187,3.0,11.5
7708,Ohio Street Beach,21.5,2.24,1.7369999999999999,0.163,3.0,11.0
10807,Osterman Beach,22.7,0.74,1.494,0.1,7.0,10.3
7312,Rainbow Beach,0.0,0.0,1.695,0.12,6.0,9.8
9317,Osterman Beach,23.0,4.74,1.463,0.26,3.0,10.9
10730,Montrose Beach,22.9,0.57,1.795,0.13699999999999998,3.0,10.6
285,Montrose Beach,15.6,0.26,1.28,0.168,3.0,11.7
849,Montrose Beach,17.0,8.66,1.5119999999999998,0.13,4.0,11.2
4646,Montrose Beach,18.1,0.45,1.682,0.185,2.0,13.1
8125,Osterman Beach,20.4,9.1,1.321,0.153,3.0,11.2
1914,Calumet Beach,20.6,1.54,1.635,0.149,3.0,10.8
3842,Montrose Beach,18.5,0.94,1.6909999999999998,0.19,2.0,10.5
3532,Rainbow Beach,15.6,1.78,1.349,0.115,4.0,10.7
2704,63rd Street Beach,20.1,0.84,1.8259999999999998,0.349,4.0,11.2
8795,Calumet Beach,21.7,0.86,1.5019999999999998,0.08800000000000001,4.0,10.9
354,Calumet Beach,18.3,4.36,1.4280000000000002,0.207,4.0,11.4
797,Montrose Beach,16.0,18.23,1.5859999999999999,0.28300000000000003,3.0,11.2
423,Calumet Beach,18.5,1.39,1.4140000000000001,0.075,3.0,11.3
2330,Ohio Street Beach,18.4,0.68,1.662,0.121,2.0,11.0
11411,Ohio Street Beach,24.4,12.75,1.712,0.14800000000000002,4.0,8.8
3179,Rainbow Beach,18.6,0.72,1.48,0.109,5.0,10.8
6519,Ohio Street Beach,20.4,1.3,1.761,0.11199999999999999,2.0,11.4
7010,Osterman Beach,16.5,40.35,1.4280000000000002,0.435,6.0,11.4
11458,Osterman Beach,22.1,1.01,1.365,0.121,6.0,9.4
7889,Montrose Beach,17.5,17.39,1.68,0.213,6.0,11.4
11,Calumet Beach,17.1,1.37,1.52,0.19399999999999998,4.0,11.7
1236,63rd Street Beach,17.1,0.88,1.703,0.165,4.0,11.8
5275,Montrose Beach,15.1,0.28,1.6269999999999998,0.115,4.0,12.2
7835,Ohio Street Beach,18.7,11.83,1.828,0.294,8.0,10.9
5623,Ohio Street Beach,16.5,3.35,1.722,0.267,4.0,11.6
2852,Ohio Street Beach,19.7,1.49,1.75,0.174,4.0,10.8
429,Calumet Beach,19.2,1.24,1.429,0.07200000000000001,2.0,11.3
528,Ohio Street Beach,18.3,1.14,1.476,0.145,2.0,12.1
6717,Osterman Beach,14.5,0.8,1.358,0.094,9.0,11.5
383,Montrose Beach,16.8,2.61,1.412,0.22,3.0,11.5
6060,Montrose Beach,17.2,0.73,1.734,0.14,4.0,11.9
10391,Ohio Street Beach,22.1,10.35,1.8319999999999999,0.162,3.0,10.3
4922,Osterman Beach,16.8,1.02,1.3969999999999998,0.115,6.0,12.3
2898,Ohio Street Beach,19.4,1.01,1.7730000000000001,0.147,4.0,10.8
5487,Osterman Beach,15.9,0.85,1.33,0.145,3.0,11.9
238,Montrose Beach,16.6,0.39,1.181,0.11800000000000001,4.0,11.7
11056,Calumet Beach,24.9,0.83,1.462,0.17800000000000002,4.0,10.1
4951,Osterman Beach,15.2,0.9,1.345,0.126,10.0,12.3
9426,Ohio Street Beach,23.0,670.98,1.861,0.231,4.0,10.6
942,Osterman Beach,15.3,5.07,1.196,0.126,3.0,12.2
914,Ohio Street Beach,17.8,5.13,1.57,0.115,4.0,11.5
2905,Osterman Beach,18.6,3.6,1.419,0.149,4.0,11.3
7720,Montrose Beach,18.8,12.82,1.73,0.456,5.0,11.5
8937,Montrose Beach,21.8,1.86,1.768,0.278,2.0,11.1
10582,Ohio Street Beach,22.2,4.39,1.777,0.094,3.0,10.1
10551,Calumet Beach,22.6,0.65,1.305,0.098,3.0,10.4
8183,Montrose Beach,19.3,8.95,1.6769999999999998,0.106,3.0,11.3
6184,63rd Street Beach,19.6,0.41,1.865,0.10800000000000001,4.0,11.4
980,Osterman Beach,14.7,3.67,1.25,0.128,2.0,12.3
601,Calumet Beach,19.8,3.22,1.5519999999999998,0.24600000000000002,5.0,11.3
1944,Calumet Beach,19.4,1.31,1.459,0.11199999999999999,3.0,10.8
2586,63rd Street Beach,20.4,0.37,1.758,0.10400000000000001,7.0,11.3
1767,63rd Street Beach,16.7,1.8,1.733,0.305,4.0,11.5
2417,Montrose Beach,17.7,0.6,1.6440000000000001,0.121,2.0,10.9
5706,Ohio Street Beach,16.5,2.7,1.733,0.19699999999999998,4.0,11.6
4357,Ohio Street Beach,18.2,1.86,1.6880000000000002,0.075,8.0,10.5
4559,Rainbow Beach,18.9,0.4,1.5219999999999998,0.226,3.0,12.1
572,Calumet Beach,19.0,3.16,1.516,0.182,4.0,11.2
3418,Ohio Street Beach,20.8,1.32,1.499,0.10400000000000001,4.0,10.7
1877,Ohio Street Beach,18.2,1.56,1.7180000000000002,0.152,3.0,11.1
5581,Osterman Beach,15.0,1.77,1.3619999999999999,0.237,4.0,11.9
11539,Ohio Street Beach,22.2,16.3,1.686,0.135,3.0,8.5
10252,Calumet Beach,22.1,0.76,1.355,0.07400000000000001,4.0,10.6
1520,Osterman Beach,16.7,1.04,1.239,0.175,3.0,11.8
8985,Ohio Street Beach,20.9,1.45,1.767,0.11599999999999999,3.0,10.7
10262,Osterman Beach,21.9,5.63,1.287,0.115,8.0,10.6
6520,Rainbow Beach,20.7,0.91,1.6230000000000002,0.121,9.0,11.3
5124,Rainbow Beach,13.0,0.65,1.591,0.106,6.0,11.6
10178,Osterman Beach,22.0,11.8,1.4040000000000001,0.24100000000000002,6.0,10.6
1931,Rainbow Beach,17.6,1.86,1.641,0.247,3.0,11.3
6445,63rd Street Beach,21.7,0.44,1.819,0.21100000000000002,2.0,11.4
4983,Ohio Street Beach,19.5,1.0,1.7269999999999999,0.105,3.0,12.0
401,Calumet Beach,19.3,1.86,1.501,0.126,3.0,11.4
2023,Rainbow Beach,18.0,0.8,1.564,0.14800000000000002,3.0,11.2
4656,Calumet Beach,20.1,0.93,1.45,0.12300000000000001,2.0,12.4
3194,Montrose Beach,18.5,0.28,1.682,0.11800000000000001,5.0,10.7
3218,Montrose Beach,18.6,0.21,1.558,0.10400000000000001,4.0,10.7
1345,Rainbow Beach,17.2,1.03,1.4380000000000002,0.111,3.0,11.5
5949,63rd Street Beach,20.1,0.59,1.8780000000000001,0.185,2.0,11.5
538,Calumet Beach,20.6,2.19,1.439,0.187,3.0,11.3
7546,Calumet Beach,19.0,1.6,1.28,0.106,2.0,11.3
1759,Rainbow Beach,16.1,3.07,1.625,0.309,3.0,11.3
77,Montrose Beach,15.0,5.92,1.504,0.26,3.0,11.8
11011,Osterman Beach,23.7,2.44,1.4580000000000002,0.278,4.0,10.1
4861,Calumet Beach,23.5,1.25,1.482,0.132,2.0,12.1
6434,Montrose Beach,18.7,0.75,1.669,0.205,3.0,11.8
7884,Calumet Beach,18.4,4.58,1.445,0.13,6.0,11.2
3714,Montrose Beach,16.3,1.5,1.619,0.304,5.0,10.5
2439,Ohio Street Beach,18.7,0.86,1.621,0.08800000000000001,4.0,11.0
7946,Montrose Beach,19.2,10.97,1.6909999999999998,0.204,4.0,11.4
5962,Montrose Beach,18.2,0.71,1.725,0.201,4.0,11.9
5337,Ohio Street Beach,16.5,0.58,1.732,0.09,2.0,11.7
38,Montrose Beach,13.8,5.05,1.41,0.248,4.0,11.8
10630,Montrose Beach,23.1,0.84,1.703,0.09,5.0,10.6
5051,Ohio Street Beach,20.0,1.06,1.635,0.11699999999999999,3.0,11.9
7926,Ohio Street Beach,20.2,5.94,1.821,0.162,5.0,10.9
7195,Ohio Street Beach,15.8,5.47,1.6669999999999998,0.10300000000000001,3.0,11.1
452,Montrose Beach,18.4,0.31,1.4,0.166,2.0,11.5
4110,Rainbow Beach,17.0,1.1,1.555,0.158,6.0,10.6
7441,Montrose Beach,17.8,3.41,1.561,0.11900000000000001,3.0,11.5
10469,Osterman Beach,21.1,5.35,1.4509999999999998,0.263,3.0,10.5
4312,Montrose Beach,15.7,0.32,1.486,0.086,8.0,10.3
228,Montrose Beach,16.3,0.48,1.3230000000000002,0.10099999999999999,4.0,11.7
853,Montrose Beach,15.8,13.55,1.554,0.2,4.0,10.6
4046,Montrose Beach,17.0,0.56,1.569,0.095,7.0,10.3
1874,63rd Street Beach,17.4,0.9,1.786,0.253,3.0,11.4
11483,Ohio Street Beach,24.2,12.28,1.767,0.22399999999999998,2.0,8.7
4543,Ohio Street Beach,16.3,0.71,1.651,0.142,3.0,10.5
1760,Calumet Beach,19.2,2.02,1.492,0.168,3.0,10.9
4334,Calumet Beach,17.9,1.74,1.381,0.076,2.0,10.1
309,Montrose Beach,16.1,0.19,1.266,0.12300000000000001,4.0,11.6
2419,Ohio Street Beach,18.3,0.52,1.685,0.102,3.0,11.0
1957,63rd Street Beach,17.4,1.27,1.858,0.17800000000000002,3.0,11.4
2527,Montrose Beach,17.9,0.11,1.636,0.11900000000000001,2.0,10.9
557,Montrose Beach,16.3,8.19,1.554,0.45,5.0,11.4
5979,63rd Street Beach,19.8,0.5,1.841,0.205,3.0,11.5
10343,Ohio Street Beach,22.6,8.58,1.754,0.128,7.0,10.3
2489,Calumet Beach,20.1,0.81,1.4240000000000002,0.062,7.0,10.7
1785,63rd Street Beach,16.4,2.03,1.9140000000000001,0.282,4.0,11.5
2914,Calumet Beach,20.0,1.63,1.49,0.13,2.0,10.6
9420,Montrose Beach,22.9,6.52,1.7619999999999998,0.402,4.0,11.0
4671,Montrose Beach,18.1,0.31,1.6780000000000002,0.142,3.0,13.0
9353,Montrose Beach,21.8,3.53,1.74,0.281,3.0,11.0
223,Calumet Beach,18.0,1.06,1.3330000000000002,0.10300000000000001,2.0,11.6
2208,Calumet Beach,19.2,1.25,1.454,0.113,3.0,10.8
5516,Montrose Beach,15.5,0.25,1.635,0.24600000000000002,3.0,12.1
10275,Ohio Street Beach,21.7,9.78,1.689,0.079,4.0,10.3
571,Ohio Street Beach,16.2,6.73,1.7069999999999999,0.249,4.0,11.9
9399,Calumet Beach,23.2,1.14,1.4980000000000002,0.19399999999999998,3.0,10.8
2603,63rd Street Beach,20.7,0.45,1.7469999999999999,0.106,5.0,11.3
4617,Osterman Beach,18.7,0.32,1.3330000000000002,0.175,2.0,13.0
10566,Ohio Street Beach,21.7,14.91,1.851,0.092,4.0,10.1
6776,63rd Street Beach,15.8,0.8,1.685,0.085,4.0,11.3
3070,63rd Street Beach,19.4,0.52,1.807,0.138,4.0,11.1
4165,Calumet Beach,17.9,1.51,1.305,0.07400000000000001,3.0,10.1
3069,Calumet Beach,21.1,1.1,1.514,0.09,2.0,10.6
7231,Calumet Beach,20.5,4.96,1.4680000000000002,0.121,3.0,11.4
6587,Montrose Beach,16.6,1.6,1.689,0.11800000000000001,10.0,11.8
2,Calumet Beach,23.2,3.63,1.2009999999999998,0.174,6.0,9.4
1569,Osterman Beach,16.5,1.11,1.247,0.175,4.0,11.8
10518,Ohio Street Beach,21.8,16.41,1.757,0.163,4.0,10.2
11008,Ohio Street Beach,23.1,34.69,1.824,0.162,3.0,9.8
425,Calumet Beach,18.7,1.25,1.381,0.084,2.0,11.4
7874,Osterman Beach,17.9,34.35,1.403,0.258,4.0,11.2
1998,Calumet Beach,19.4,1.32,1.4140000000000001,0.10300000000000001,3.0,10.8
635,Montrose Beach,14.7,27.56,1.587,0.32,5.0,11.4
5978,Calumet Beach,20.1,1.62,1.489,0.15,3.0,11.7
3040,63rd Street Beach,19.2,0.42,1.784,0.11199999999999999,4.0,11.1
4672,Osterman Beach,17.4,0.59,1.359,0.14,4.0,12.8
7802,Osterman Beach,17.8,33.89,1.493,0.498,8.0,11.3
2849,63rd Street Beach,19.9,1.06,1.79,0.223,4.0,11.2
6305,Ohio Street Beach,20.3,0.84,1.785,0.154,3.0,11.4
5011,63rd Street Beach,15.8,1.07,1.75,0.096,3.0,11.8
4259,Montrose Beach,17.4,0.0,1.578,0.11,5.0,10.2
9734,Ohio Street Beach,22.4,128.93,1.7790000000000001,0.21100000000000002,4.0,10.5
1115,Calumet Beach,18.2,1.05,1.433,0.078,4.0,11.0
3909,63rd Street Beach,17.0,0.76,1.837,0.105,7.0,10.8
8647,Calumet Beach,21.8,0.92,1.464,0.16699999999999998,3.0,11.0
9234,Ohio Street Beach,22.1,2.57,1.837,0.141,3.0,10.6
450,Ohio Street Beach,19.2,0.8,1.54,0.13699999999999998,2.0,12.3
7940,Ohio Street Beach,20.4,5.34,1.767,0.161,3.0,10.9
7944,Ohio Street Beach,20.2,5.27,1.757,0.154,5.0,10.9
612,Ohio Street Beach,16.3,4.62,1.696,0.218,3.0,11.8
2420,Rainbow Beach,19.0,0.83,1.536,0.126,2.0,11.1
10675,Osterman Beach,22.8,0.99,1.393,0.09699999999999999,3.0,10.4
7089,Ohio Street Beach,14.1,9.88,1.847,0.319,4.0,11.2
3434,Calumet Beach,19.0,4.65,1.107,0.081,2.0,10.4
8184,Osterman Beach,19.3,7.34,1.358,0.102,2.0,11.1
9953,Montrose Beach,21.3,8.36,1.6680000000000001,0.318,6.0,10.9
364,Calumet Beach,17.9,2.41,1.4169999999999998,0.192,4.0,11.4
8661,Ohio Street Beach,20.7,2.31,1.778,0.09699999999999999,2.0,10.7
11388,Montrose Beach,23.8,3.62,1.749,0.184,4.0,9.9
5494,Ohio Street Beach,16.3,1.78,1.676,0.115,3.0,11.7
2779,Ohio Street Beach,18.5,2.0,1.785,0.17800000000000002,5.0,10.9
2146,Ohio Street Beach,17.7,0.8,1.723,0.17600000000000002,3.0,11.1
4506,Montrose Beach,16.2,0.32,1.6019999999999999,0.136,7.0,10.1
8539,Osterman Beach,20.1,1.95,1.431,0.15,3.0,11.0
3898,Montrose Beach,17.0,0.6,1.755,0.113,8.0,10.4
1524,63rd Street Beach,17.2,0.62,1.59,0.126,2.0,11.6
3286,Ohio Street Beach,22.0,2.18,1.6740000000000002,0.135,3.0,10.8
5271,Ohio Street Beach,16.9,0.82,1.671,0.138,2.0,11.8
9923,Ohio Street Beach,21.9,212.06,1.7469999999999999,0.27,8.0,10.4
1284,Calumet Beach,18.5,1.27,1.423,0.17600000000000002,2.0,10.9
9105,Osterman Beach,20.9,6.55,1.4069999999999998,0.248,4.0,10.9
9557,Ohio Street Beach,23.1,230.09,1.831,0.237,4.0,10.6
2680,63rd Street Beach,19.8,0.54,1.83,0.264,3.0,11.2
3139,Calumet Beach,21.4,0.87,1.449,0.168,2.0,10.6
9290,Ohio Street Beach,23.6,1.4,1.794,0.133,3.0,10.6
8220,Ohio Street Beach,20.9,3.42,1.776,0.135,3.0,10.8
5635,Ohio Street Beach,16.7,3.29,1.716,0.215,4.0,11.6
5418,Calumet Beach,17.8,1.22,1.415,0.1,2.0,11.9
11383,Montrose Beach,22.7,2.91,1.655,0.22399999999999998,4.0,10.0
6277,Calumet Beach,22.9,0.83,1.514,0.127,2.0,11.6
3239,Rainbow Beach,17.9,0.64,1.51,0.081,4.0,10.9
2587,Montrose Beach,19.0,0.1,1.661,0.12300000000000001,6.0,10.9
5630,Rainbow Beach,18.8,3.2,1.6230000000000002,0.32,5.0,11.4
2553,Ohio Street Beach,19.5,0.81,1.714,0.11699999999999999,3.0,11.0
7396,Calumet Beach,17.4,1.83,1.3940000000000001,0.053,4.0,11.3
6053,63rd Street Beach,19.9,0.48,1.8730000000000002,0.1,4.0,11.5
2097,Osterman Beach,16.5,1.04,1.3769999999999998,0.185,4.0,11.6
1161,Ohio Street Beach,17.1,2.01,1.665,0.151,2.0,11.4
2105,Rainbow Beach,17.8,1.58,1.5959999999999999,0.281,3.0,11.1
10257,Montrose Beach,21.8,3.94,1.64,0.098,7.0,10.8
3697,63rd Street Beach,16.5,1.07,1.798,0.337,3.0,10.9
11429,Montrose Beach,23.1,1.84,1.652,0.133,4.0,9.9
4680,Rainbow Beach,19.6,0.55,1.5919999999999999,0.132,3.0,12.0
3884,Calumet Beach,18.5,2.16,1.508,0.069,3.0,10.3
7288,Rainbow Beach,0.0,0.0,1.7519999999999998,0.163,4.0,10.8
694,Calumet Beach,18.2,1.83,1.4409999999999998,0.136,4.0,11.2
4780,Rainbow Beach,19.3,0.76,1.5830000000000002,0.129,2.0,11.8
5508,Calumet Beach,18.4,1.11,1.4269999999999998,0.13,3.0,11.8
3214,Ohio Street Beach,19.8,1.33,1.69,0.11599999999999999,3.0,10.8
7048,Ohio Street Beach,14.0,8.34,1.835,0.256,7.0,11.1
1017,Rainbow Beach,17.9,2.88,1.415,0.174,3.0,11.5
3907,Rainbow Beach,17.1,1.04,1.699,0.10400000000000001,4.0,10.4
5244,63rd Street Beach,17.3,0.76,1.723,0.165,3.0,11.7
9327,Calumet Beach,22.5,3.09,1.48,0.20199999999999999,3.0,10.8
3736,Calumet Beach,17.8,2.45,1.4680000000000002,0.141,3.0,10.3
473,Montrose Beach,16.2,0.28,1.393,0.10400000000000001,4.0,11.5
729,Ohio Street Beach,16.2,4.84,1.651,0.217,4.0,11.7
11357,Ohio Street Beach,23.9,13.41,1.848,0.207,4.0,9.2
9042,Ohio Street Beach,22.8,2.55,1.8030000000000002,0.187,3.0,10.7
11201,Ohio Street Beach,23.9,3.85,1.865,0.136,2.0,9.5
3666,Rainbow Beach,16.2,0.73,1.604,0.138,3.0,9.8
891,Calumet Beach,18.4,1.84,1.385,0.08800000000000001,5.0,11.1
7369,Calumet Beach,17.9,1.78,1.4080000000000001,0.07400000000000001,3.0,11.3
1708,Rainbow Beach,15.9,0.78,1.507,0.098,4.0,11.4
4925,Calumet Beach,20.1,0.84,1.432,0.073,2.0,12.1
3861,Ohio Street Beach,16.3,0.61,1.712,0.1,3.0,10.6
6205,Ohio Street Beach,20.6,0.78,1.797,0.154,3.0,11.4
9,Calumet Beach,16.8,1.31,1.568,0.196,4.0,11.7
4196,Montrose Beach,16.7,0.24,1.587,0.08199999999999999,4.0,10.3
6783,Montrose Beach,14.0,0.62,1.585,0.10099999999999999,4.0,11.7
3692,63rd Street Beach,16.5,0.7,1.868,0.314,3.0,10.9
1060,Calumet Beach,19.3,1.18,1.375,0.11800000000000001,2.0,11.0
4339,Rainbow Beach,14.5,0.67,1.569,0.094,6.0,10.6
4772,Ohio Street Beach,18.4,1.24,1.791,0.102,2.0,12.2
377,Montrose Beach,15.8,3.11,1.432,0.223,3.0,11.5
1203,63rd Street Beach,17.7,0.93,1.626,0.193,3.0,11.8
10752,Montrose Beach,23.0,0.57,1.699,0.13,7.0,10.5
2372,Ohio Street Beach,18.3,0.49,1.732,0.092,3.0,11.0
5952,Ohio Street Beach,18.8,1.16,1.787,0.149,3.0,11.5
1414,Montrose Beach,17.1,1.41,1.6740000000000002,0.10400000000000001,3.0,11.1
6612,Osterman Beach,18.0,0.83,1.385,0.10400000000000001,7.0,11.6
3860,Osterman Beach,18.1,0.88,1.35,0.129,3.0,11.0
11382,Ohio Street Beach,23.4,23.73,1.81,0.158,3.0,9.0
9920,Calumet Beach,22.3,2.18,1.435,0.21600000000000003,9.0,10.7
3242,Montrose Beach,19.4,0.22,1.5630000000000002,0.115,4.0,10.7
177,Montrose Beach,15.4,0.86,1.419,0.17600000000000002,3.0,11.7
3545,Osterman Beach,17.2,1.24,0.943,0.099,4.0,11.1
3138,Rainbow Beach,19.4,0.74,1.5519999999999998,0.133,10.0,10.3
8506,Calumet Beach,20.0,1.61,1.558,0.079,3.0,11.0
10947,Osterman Beach,23.1,0.87,1.4580000000000002,0.19699999999999998,3.0,10.2
3700,Ohio Street Beach,16.8,1.77,1.7819999999999998,0.191,3.0,10.6
1362,Ohio Street Beach,17.3,1.65,1.6640000000000001,0.075,6.0,11.3
3495,Rainbow Beach,14.8,2.35,1.561,0.17,3.0,10.7
1056,Montrose Beach,16.0,2.45,1.546,0.11,4.0,11.2
5063,Ohio Street Beach,19.6,1.33,1.726,0.081,10.0,11.9
2087,Rainbow Beach,18.0,1.12,1.577,0.26,3.0,11.3
2428,63rd Street Beach,19.1,0.48,1.764,0.121,2.0,11.3
1125,Ohio Street Beach,15.6,1.96,1.624,0.10099999999999999,3.0,11.4
7871,Ohio Street Beach,18.4,7.52,1.801,0.2,7.0,10.9
8216,Calumet Beach,20.7,2.23,1.433,0.069,2.0,11.1
6448,Ohio Street Beach,21.3,1.49,1.746,0.185,4.0,11.4
3333,Osterman Beach,16.7,0.49,1.2790000000000001,0.149,6.0,11.2
503,Montrose Beach,16.6,0.2,1.3969999999999998,0.095,3.0,11.5
7379,Ohio Street Beach,17.9,3.67,1.6369999999999998,0.113,2.0,11.1
1890,Calumet Beach,19.8,1.12,1.527,0.12300000000000001,4.0,10.8
4927,Montrose Beach,14.2,0.76,1.6440000000000001,0.102,8.0,12.5
5025,Osterman Beach,13.9,0.69,1.3319999999999999,0.11900000000000001,9.0,12.2
3025,Ohio Street Beach,20.0,1.23,1.696,0.14400000000000002,3.0,10.8
103,Calumet Beach,17.8,1.52,1.5119999999999998,0.14,2.0,11.6
8276,Montrose Beach,19.5,3.19,1.6909999999999998,0.11699999999999999,5.0,11.3
10698,Montrose Beach,22.8,0.66,1.7469999999999999,0.09699999999999999,4.0,10.6
9726,Ohio Street Beach,22.4,143.98,1.794,0.267,3.0,10.5
11545,Ohio Street Beach,21.9,15.89,1.7269999999999999,0.124,3.0,8.5
9596,Ohio Street Beach,22.6,5.63,1.807,0.18600000000000003,4.0,10.5
6848,Calumet Beach,15.8,1.17,1.607,0.20800000000000002,4.0,11.5
11393,Osterman Beach,23.9,4.0,1.301,0.23399999999999999,3.0,9.6
7170,Osterman Beach,16.2,14.24,1.465,0.319,4.0,11.4
2347,Osterman Beach,17.3,0.91,1.3230000000000002,0.124,2.0,11.5
2536,Rainbow Beach,19.4,0.62,1.5430000000000001,0.078,3.0,11.1
1135,Montrose Beach,15.6,2.36,1.59,0.09300000000000001,4.0,11.1
11485,Ohio Street Beach,23.5,18.17,1.768,0.08199999999999999,10.0,8.8
1008,Montrose Beach,15.9,2.57,1.6280000000000001,0.16699999999999998,3.0,11.2
6763,63rd Street Beach,16.6,0.83,1.806,0.10400000000000001,7.0,11.3
11000,Ohio Street Beach,23.6,51.83,1.775,0.11699999999999999,2.0,9.6
3043,Ohio Street Beach,19.1,1.14,1.75,0.10800000000000001,2.0,10.8
8213,Montrose Beach,19.2,5.66,1.6909999999999998,0.163,2.0,11.3
1893,Osterman Beach,17.2,2.89,1.261,0.21,3.0,11.6
1919,Rainbow Beach,18.1,2.39,1.68,0.273,3.0,11.3
2812,63rd Street Beach,18.9,1.43,1.787,0.276,4.0,11.2
6730,Ohio Street Beach,20.7,1.17,1.736,0.07200000000000001,2.0,11.3
2455,Montrose Beach,17.7,0.23,1.5830000000000002,0.129,4.0,10.9
1715,Montrose Beach,16.5,1.2,1.597,0.248,4.0,11.0
3518,Osterman Beach,16.2,2.76,1.305,0.205,3.0,11.1
10225,Montrose Beach,22.8,4.77,1.6969999999999998,0.17,5.0,10.8
10256,Calumet Beach,21.9,0.7,1.34,0.064,4.0,10.6
2902,Calumet Beach,20.2,1.3,1.558,0.122,2.0,10.6
10426,Ohio Street Beach,21.8,20.44,1.867,0.3,5.0,10.2
10022,Osterman Beach,22.4,6.29,1.338,0.261,3.0,10.7
11183,Montrose Beach,21.9,0.35,1.7169999999999999,0.095,9.0,10.2
5800,63rd Street Beach,19.4,1.08,1.847,0.32799999999999996,5.0,11.5
2777,Montrose Beach,18.4,2.5,1.7380000000000002,0.273,4.0,10.8
10710,Montrose Beach,22.7,0.64,1.693,0.115,3.0,10.6
2157,Osterman Beach,16.7,0.73,1.216,0.14800000000000002,3.0,11.5
1187,63rd Street Beach,17.5,0.93,1.692,0.14400000000000002,4.0,11.8
825,Osterman Beach,21.5,3.51,1.538,0.231,4.0,9.4
8981,Ohio Street Beach,20.9,1.46,1.7690000000000001,0.11599999999999999,3.0,10.7
